Year,MotherID,East,GroupSize,RelFemAlong,FIDAdFem,Observer,TestNumber,DifferenceDays,DataFile,YoungID,AvFIDJuv,Sex,AvPYMov,AgeCapture,JuvSurv
2019,931,8043,2,0,10,Carolina,6,0,AdFemFID,0,NA,0,NA,0,NA
2018,944,8083,1,0,8,Weliton,3,275,AdFemFID,0,NA,0,NA,0,NA
2018,944,8017,1,0,3,Weliton,4,27,AdFemFID,0,NA,0,NA,0,NA
2019,944,8081,2,0,3,Weliton,5,148,AdFemFID,0,NA,0,NA,0,NA
2019,944,8084,2,0,3,Weliton,6,19,AdFemFID,0,NA,0,NA,0,NA
2018,951,7344,1,0,4,Weliton,5,94,AdFemFID,0,NA,0,NA,0,NA
2018,951,6987,1,0,9,Weliton,6,1,AdFemFID,0,NA,0,NA,0,NA
2018,951,7230,1,0,1,Weliton,7,3,AdFemFID,0,NA,0,NA,0,NA
2018,954,7869,1,0,3,Weliton,4,90,AdFemFID,0,NA,0,NA,0,NA
2018,954,7810,1,0,4,Weliton,5,11,AdFemFID,0,NA,0,NA,0,NA
2018,954,7722,2,0,3,Weliton,6,167,AdFemFID,0,NA,0,NA,0,NA
2018,954,7794,1,0,9,Weliton,7,20,AdFemFID,0,NA,0,NA,0,NA
2019,954,7463,1,0,3,Weliton,8,157,AdFemFID,0,NA,0,NA,0,NA
2019,954,7617,1,0,6,Weliton,9,22,AdFemFID,0,NA,0,NA,0,NA
2018,958,7884,1,0,10,Weliton,3,136,AdFemFID,0,NA,0,NA,0,NA
2018,958,7674,2,0,10,Weliton,4,167,AdFemFID,0,NA,0,NA,0,NA
2018,958,7654,2,0,7,Weliton,5,25,AdFemFID,0,NA,0,NA,0,NA
2018,958,7788,1,0,5,Weliton,6,3,AdFemFID,0,NA,0,NA,0,NA
2019,958,7648,2,0,9,Weliton,7,149,AdFemFID,0,NA,0,NA,0,NA
2019,958,7449,2,0,14,Weliton,8,19,AdFemFID,0,NA,0,NA,0,NA
2017,959,7335,3,0,1,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,959,7079,1,0,1,Weliton,2,10,AdFemFID,0,NA,0,NA,0,NA
2018,962,8246,2,0,17,Weliton,3,271,AdFemFID,0,NA,0,NA,0,NA
2018,962,8286,3,0,18,Weliton,4,40,AdFemFID,0,NA,0,NA,0,NA
2019,962,8245,1,0,21,Weliton,5,153,AdFemFID,0,NA,0,NA,0,NA
2019,962,8217,1,0,24,Weliton,6,2,AdFemFID,0,NA,0,NA,0,NA
2017,963,7323,1,0,5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,963,7072,2,0,11,Weliton,2,115,AdFemFID,0,NA,0,NA,0,NA
2018,963,7495,1,0,7,Weliton,3,98,AdFemFID,0,NA,0,NA,0,NA
2018,963,7553,1,0,10,Weliton,4,3,AdFemFID,0,NA,0,NA,0,NA
2018,963,7318,1,0,5,Weliton,5,151,AdFemFID,0,NA,0,NA,0,NA
2018,963,7377,1,LPY,6,Weliton,6,46,AdFemFID,0,NA,0,NA,0,NA
2018,963,7477,1,LPY,14,Weliton,7,19,AdFemFID,0,NA,0,NA,0,NA
2019,963,7589,2,0,14,Carolina,8,150,AdFemFID,0,NA,0,NA,0,NA
2019,963,7554,3,0,9,Carolina,9,4,AdFemFID,0,NA,0,NA,0,NA
2017,965,8000,2,0,7,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,965,7624,1,LPY,3,Weliton,2,111,AdFemFID,0,NA,0,NA,0,NA
2018,965,7839,1,0,0.5,Weliton,3,101,AdFemFID,0,NA,0,NA,0,NA
2018,965,7765,1,0,4,Weliton,4,173,AdFemFID,0,NA,0,NA,0,NA
2018,965,7619,3,0,5,Weliton,5,31,AdFemFID,0,NA,0,NA,0,NA
2019,965,8046,2,0,5,Carolina,6,168,AdFemFID,0,NA,0,NA,0,NA
2019,965,7402,6,0,3,Carolina,7,3,AdFemFID,0,NA,0,NA,0,NA
2017,970,8371,2,SA,12,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,970,8173,2,SA,5,Weliton,2,38,AdFemFID,0,NA,0,NA,0,NA
2017,970,8086,1,0,0.5,Weliton,3,34,AdFemFID,0,NA,0,NA,0,NA
2018,970,8126,2,LPY,10,Weliton,4,311,AdFemFID,0,NA,0,NA,0,NA
2018,970,8228,1,LPY,7,Weliton,5,12,AdFemFID,0,NA,0,NA,0,NA
2019,970,8167,7,0,2,Carolina,6,190,AdFemFID,0,NA,0,NA,0,NA
2019,970,8316,5,0,9,Carolina,7,5,AdFemFID,0,NA,0,NA,0,NA
2017,972,7685,1,0,10,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,972,7618,3,0,3,Weliton,2,117,AdFemFID,0,NA,0,NA,0,NA
2018,972,7911,1,0,5,Weliton,3,275,AdFemFID,0,NA,0,NA,0,NA
2018,972,7619,2,0,5,Weliton,4,18,AdFemFID,0,NA,0,NA,0,NA
2018,972,7650,2,0,1,Weliton,5,6,AdFemFID,0,NA,0,NA,0,NA
2019,972,7675,1,0,4,Carolina,6,150,AdFemFID,0,NA,0,NA,0,NA
2019,972,7520,2,0,17,Carolina,7,1,AdFemFID,0,NA,0,NA,0,NA
2018,975,8230,3,0,7,Weliton,3,321,AdFemFID,0,NA,0,NA,0,NA
2018,975,8251,2,0,10,Weliton,4,20,AdFemFID,0,NA,0,NA,0,NA
2019,975,8292,1,0,12,Weliton,5,139,AdFemFID,0,NA,0,NA,0,NA
2019,975,8380,2,0,9,Weliton,6,23,AdFemFID,0,NA,0,NA,0,NA
2019,975,8467,2,0,6,Weliton,7,3,AdFemFID,0,NA,0,NA,0,NA
2018,976,7335,2,0,4,Weliton,5,98,AdFemFID,0,NA,0,NA,0,NA
2018,976,7367,3,0,2,Weliton,6,2,AdFemFID,0,NA,0,NA,0,NA
2018,976,7281,1,0,4,Weliton,7,2,AdFemFID,0,NA,0,NA,0,NA
2018,976,7400,4,0,3,Weliton,8,174,AdFemFID,0,NA,0,NA,0,NA
2018,976,7325,1,0,2,Weliton,9,3,AdFemFID,0,NA,0,NA,0,NA
2019,976,7530,1,0,1,Weliton,10,191,AdFemFID,0,NA,0,NA,0,NA
2019,976,7443,1,0,2,Weliton,11,5,AdFemFID,0,NA,0,NA,0,NA
2017,978,8422,2,0,0.5,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2018,981,8043,1,0,8,Weliton,3,145,AdFemFID,0,NA,0,NA,0,NA
2018,981,8164,2,0,2,Weliton,4,167,AdFemFID,0,NA,0,NA,0,NA
2018,981,8240,1,0,3,Weliton,5,33,AdFemFID,0,NA,0,NA,0,NA
2019,981,8112,2,0,5,Weliton,6,148,AdFemFID,0,NA,0,NA,0,NA
2019,981,8403,2,0,13,Weliton,7,19,AdFemFID,0,NA,0,NA,0,NA
2017,983,7900,2,0,2,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2018,985,7738,1,0,8,Weliton,4,93,AdFemFID,0,NA,0,NA,0,NA
2018,985,7708,1,0,9,Weliton,5,177,AdFemFID,0,NA,0,NA,0,NA
2018,985,7820,2,0,5,Weliton,6,29,AdFemFID,0,NA,0,NA,0,NA
2019,985,8044,2,0,3,Weliton,7,150,AdFemFID,0,NA,0,NA,0,NA
2019,985,7935,1,0,4,Weliton,8,16,AdFemFID,0,NA,0,NA,0,NA
2017,986,8381,1,LPY,3,Weliton,1,500,AdFemFID,0,NA,0,NA,0,NA
2017,986,8111,1,RegPY,2,Weliton,2,17,AdFemFID,0,NA,0,NA,0,NA
2017,986,8211,2,LPY,7,Weliton,3,1,AdFemFID,0,NA,0,NA,0,NA
2017,986,8258,1,LPY,3,Weliton,4,20,AdFemFID,0,NA,0,NA,0,NA
2017,986,8188,2,LPY,2,Weliton,5,34,AdFemFID,0,NA,0,NA,0,NA
2017,986,8089,1,LPY,11,Weliton,6,2,AdFemFID,0,NA,0,NA,0,NA
2018,986,8101,1,0,4,Weliton,7,319,AdFemFID,0,NA,0,NA,0,NA
2018,986,8166,2,0,3,Weliton,8,13,AdFemFID,0,NA,0,NA,0,NA
2019,986,8136,3,0,7,Carolina,9,160,AdFemFID,0,NA,0,NA,0,NA
2019,986,8325,1,0,3,Weliton,10,25,AdFemFID,0,NA,0,NA,0,NA
2017,510,0,0,0,NA,Weliton,0,0,JuvFID,1001,7.6,F,NA,0,NA
2017,824,0,0,0,NA,Weliton,0,0,JuvFID,1008,15,F,NA,0,NA
2018,666,0,0,0,NA,Weliton,0,0,JuvFID,1017,2.75,M,NA,0,NA
2018,807,0,0,0,NA,Weliton,0,0,JuvFID,1019,4.75,M,NA,0,NA
2018,915,0,0,0,NA,Weliton,0,0,JuvFID,1026,10,F,NA,0,NA
2018,612,0,0,0,NA,Weliton,0,0,JuvFID,1031,10,M,NA,0,NA
2018,1038,0,0,0,NA,Weliton,0,0,JuvFID,1039,11.16666667,M,NA,0,NA
2018,125,0,0,0,NA,Weliton,0,0,JuvFID,1042,0.75,M,NA,0,NA
2018,623,0,0,0,NA,Weliton,0,0,JuvFID,1043,6.5,M,NA,0,NA
2018,471,0,0,0,NA,Weliton,0,0,JuvFID,1044,10.71428571,F,NA,0,NA
2018,206,0,0,0,NA,Weliton,0,0,JuvFID,1045,5,F,NA,0,NA
2018,647,0,0,0,NA,Weliton,0,0,JuvFID,1048,5.142857143,M,NA,0,NA
2018,718,0,0,0,NA,Weliton,0,0,JuvFID,1049,3.571428571,M,NA,0,NA
2018,191,0,0,0,NA,Weliton,0,0,JuvFID,1050,7.166666667,F,NA,0,NA
2017,224,0,0,0,NA,Weliton,0,0,JuvFID,1054,3.5,F,NA,0,NA
2018,429,0,0,0,NA,Weliton,0,0,JuvFID,1055,7.333333333,M,NA,0,NA
2018,827,0,0,0,NA,Weliton,0,0,JuvFID,1057,11.85714286,F,NA,0,NA
2018,607,0,0,0,NA,Weliton,0,0,JuvFID,1058,3.714285714,F,NA,0,NA
2018,137,0,0,0,NA,Weliton,0,0,JuvFID,1059,5.25,M,NA,0,NA
2018,679,0,0,0,NA,Weliton,0,0,JuvFID,1061,6.125,M,NA,0,NA
2018,731,0,0,0,NA,Weliton,0,0,JuvFID,1063,4.5,M,NA,0,NA
2018,834,0,0,0,NA,Weliton,0,0,JuvFID,1066,4.5,F,NA,0,NA
2018,387,0,0,0,NA,Weliton,0,0,JuvFID,1071,8.166666667,F,NA,0,NA
2018,318,0,0,0,NA,Weliton,0,0,JuvFID,1079,7.857142857,F,NA,0,NA
2017,1101,0,0,0,NA,Weliton,0,0,JuvFID,1093,6.5,F,NA,0,NA
2018,645,0,0,0,NA,Weliton,0,0,JuvFID,1095,11.6,F,NA,0,NA
2018,3,0,0,0,NA,Weliton,0,0,JuvFID,1096,14.5,F,NA,0,NA
2018,1099,0,0,0,NA,Weliton,0,0,JuvFID,1100,20,F,NA,0,NA
2019,1074,0,0,0,NA,Weliton,0,0,JuvFID,1103,7.5,F,NA,0,NA
2019,897,0,0,0,NA,Weliton,0,0,JuvFID,1105,3.5,M,NA,0,NA
2019,771,0,0,0,NA,Weliton,0,0,JuvFID,1107,11,F,NA,0,NA
2019,1033,0,0,0,NA,Weliton,0,0,JuvFID,1108,8.333333333,F,NA,0,NA
2019,963,0,0,0,NA,Weliton,0,0,JuvFID,1115,6.5,F,NA,0,NA
2019,521,0,0,0,NA,Weliton,0,0,JuvFID,1119,9,F,NA,0,NA
2019,492,0,0,0,NA,Weliton,0,0,JuvFID,1124,6,F,NA,0,NA
2019,510,0,0,0,NA,Weliton,0,0,JuvFID,1125,7.5,F,NA,0,NA
2019,558,0,0,0,NA,Weliton,0,0,JuvFID,1127,7.5,M,NA,0,NA
2019,970,0,0,0,NA,Weliton,0,0,JuvFID,1128,18,M,NA,0,NA
2019,807,0,0,0,NA,Weliton,0,0,JuvFID,1130,5,M,NA,0,NA
2019,827,0,0,0,NA,Weliton,0,0,JuvFID,1131,11.5,M,NA,0,NA
2019,680,0,0,0,NA,Weliton,0,0,JuvFID,1132,5.5,F,NA,0,NA
2019,824,0,0,0,NA,Weliton,0,0,JuvFID,1138,10.5,F,NA,0,NA
2019,635,0,0,0,NA,Weliton,0,0,JuvFID,1140,7.333333333,M,NA,0,NA
2019,1142,0,0,0,NA,Weliton,0,0,JuvFID,1143,5.5,F,NA,0,NA
2019,1027,0,0,0,NA,Weliton,0,0,JuvFID,1144,15,M,NA,0,NA
2019,917,0,0,0,NA,Weliton,0,0,JuvFID,1145,8,F,NA,0,NA
2019,831,0,0,0,NA,Weliton,0,0,JuvFID,1146,3.333333333,F,NA,0,NA
2019,519,0,0,0,NA,Weliton,0,0,JuvFID,1147,8,F,NA,0,NA
2019,847,0,0,0,NA,Weliton,0,0,JuvFID,1148,11.5,F,NA,0,NA
2019,276,0,0,0,NA,Weliton,0,0,JuvFID,1149,10.66666667,M,NA,0,NA
2019,1151,0,0,0,NA,Weliton,0,0,JuvFID,1152,16,F,NA,0,NA
2019,503,0,0,0,NA,Weliton,0,0,JuvFID,1153,3,F,NA,0,NA
2019,1156,0,0,0,NA,Weliton,0,0,JuvFID,1157,11,M,NA,0,NA
2019,645,0,0,0,NA,Weliton,0,0,JuvFID,1160,10,F,NA,0,NA
2017,645,0,0,0,NA,Weliton,0,0,JuvFID,847,8.5,F,NA,0,NA
2017,191,0,0,0,NA,Weliton,0,0,JuvFID,851,3.5,F,NA,0,NA
2017,821,0,0,0,NA,Weliton,0,0,JuvFID,877,2.8,M,NA,0,NA
2017,731,0,0,0,NA,Weliton,0,0,JuvFID,879,5.6,M,NA,0,NA
2017,807,0,0,0,NA,Weliton,0,0,JuvFID,880,2,M,NA,0,NA
2017,729,0,0,0,NA,Weliton,0,0,JuvFID,881,4.2,M,NA,0,NA
2017,832,0,0,0,NA,Weliton,0,0,JuvFID,883,5.333333333,M,NA,0,NA
2017,892,0,0,0,NA,Weliton,0,0,JuvFID,893,1.4375,F,NA,0,NA
2017,302,0,0,0,NA,Weliton,0,0,JuvFID,894,6.2,M,NA,0,NA
2017,745,0,0,0,NA,Weliton,0,0,JuvFID,895,5.714285714,F,NA,0,NA
2017,771,0,0,0,NA,Weliton,0,0,JuvFID,899,4,M,NA,0,NA
2017,314,0,0,0,NA,Weliton,0,0,JuvFID,901,8.777777778,F,NA,0,NA
2017,558,0,0,0,NA,Weliton,0,0,JuvFID,904,2.5,M,NA,0,NA
2017,718,0,0,0,NA,Weliton,0,0,JuvFID,908,5.5,F,NA,0,NA
2017,199,0,0,0,NA,Weliton,0,0,JuvFID,909,0.916666667,F,NA,0,NA
2017,913,0,0,0,NA,Weliton,0,0,JuvFID,914,9.857142857,F,NA,0,NA
2017,915,0,0,0,NA,Weliton,0,0,JuvFID,916,4.571428571,M,NA,0,NA
2017,917,0,0,0,NA,Weliton,0,0,JuvFID,918,12.6,F,NA,0,NA
2017,258,0,0,0,NA,Weliton,0,0,JuvFID,921,2.571428571,F,NA,0,NA
2017,743,0,0,0,NA,Weliton,0,0,JuvFID,923,3.857142857,F,NA,0,NA
2017,522,0,0,0,NA,Weliton,0,0,JuvFID,924,4,F,NA,0,NA
2017,521,0,0,0,NA,Weliton,0,0,JuvFID,926,4.5,M,NA,0,NA
2017,429,0,0,0,NA,Weliton,0,0,JuvFID,928,7,F,NA,0,NA
2017,193,0,0,0,NA,Weliton,0,0,JuvFID,930,4.6,M,NA,0,NA
2017,827,0,0,0,NA,Weliton,0,0,JuvFID,931,9.25,F,NA,0,NA
2017,342,0,0,0,NA,Weliton,0,0,JuvFID,932,4.5,M,NA,0,NA
2017,607,0,0,0,NA,Weliton,0,0,JuvFID,933,4,M,NA,0,NA
2017,89,0,0,0,NA,Weliton,0,0,JuvFID,934,2,M,NA,0,NA
2017,525,0,0,0,NA,Weliton,0,0,JuvFID,940,13.2,M,NA,0,NA
2017,337,0,0,0,NA,Weliton,0,0,JuvFID,941,5.6,M,NA,0,NA
2017,54,0,0,0,NA,Weliton,0,0,JuvFID,942,1.75,M,NA,0,NA
2017,276,0,0,0,NA,Weliton,0,0,JuvFID,944,4.75,F,NA,0,NA
2017,586,0,0,0,NA,Weliton,0,0,JuvFID,946,6.714285714,M,NA,0,NA
2017,86,0,0,0,NA,Weliton,0,0,JuvFID,948,3,M,NA,0,NA
2017,578,0,0,0,NA,Weliton,0,0,JuvFID,950,4.333333333,M,NA,0,NA
2017,491,0,0,0,NA,Weliton,0,0,JuvFID,951,4.142857143,F,NA,0,NA
2017,387,0,0,0,NA,Weliton,0,0,JuvFID,953,13.25,M,NA,0,NA
2017,401,0,0,0,NA,Weliton,0,0,JuvFID,954,4,F,NA,0,NA
2017,519,0,0,0,NA,Weliton,0,0,JuvFID,955,3,F,NA,0,NA
2017,247,0,0,0,NA,Weliton,0,0,JuvFID,956,4.857142857,M,NA,0,NA
2017,957,0,0,0,NA,Weliton,0,0,JuvFID,958,9.833333333,F,NA,0,NA
2017,959,0,0,0,NA,Weliton,0,0,JuvFID,960,3,M,NA,0,NA
2017,414,0,0,0,NA,Weliton,0,0,JuvFID,961,11,M,NA,0,NA
2017,562,0,0,0,NA,Weliton,0,0,JuvFID,962,15.25,F,NA,0,NA
2017,974,0,0,0,NA,Weliton,0,0,JuvFID,975,9,F,NA,0,NA
2017,557,0,0,0,NA,Weliton,0,0,JuvFID,976,4.111111111,F,NA,0,NA
2017,603,0,0,0,NA,Weliton,0,0,JuvFID,979,1.571428571,M,NA,0,NA
2017,734,0,0,0,NA,Weliton,0,0,JuvFID,981,5.4,F,NA,0,NA
2017,983,0,0,0,NA,Weliton,0,0,JuvFID,984,4.8,M,NA,0,NA
2017,112,0,0,0,NA,Weliton,0,0,JuvFID,985,6,F,NA,0,NA
2017,523,0,0,0,NA,Weliton,0,0,JuvFID,988,5,M,NA,0,NA
2017,126,0,0,0,NA,Weliton,0,0,JuvFID,994,12.66666667,M,NA,0,NA
2017,807,0,0,0,NA,0,0,0,JuvMov,1019,NA,M,0.25,7.9,NA
2017,906,0,0,0,NA,0,0,0,JuvMov,1022,NA,F,0.5,7.8,NA
2017,917,0,0,0,NA,0,0,0,JuvMov,1028,NA,F,0.75,7.3,NA
2017,612,0,0,0,NA,0,0,0,JuvMov,1031,NA,M,0.25,9.7,NA
2017,1038,0,0,0,NA,0,0,0,JuvMov,1039,NA,M,0.375,6.9,NA
2017,623,0,0,0,NA,0,0,0,JuvMov,1043,NA,M,0.25,8.3,NA
2017,471,0,0,0,NA,0,0,0,JuvMov,1044,NA,F,0.25,7.3,NA
2017,206,0,0,0,NA,0,0,0,JuvMov,1045,NA,F,0.375,8.4,NA
2017,242,0,0,0,NA,0,0,0,JuvMov,1046,NA,M,0.875,7.1,NA
2017,635,0,0,0,NA,0,0,0,JuvMov,1047,NA,F,0.875,7.3,NA
2017,647,0,0,0,NA,0,0,0,JuvMov,1048,NA,M,0.375,7.4,NA
2017,718,0,0,0,NA,0,0,0,JuvMov,1049,NA,M,0,8.3,NA
2017,191,0,0,0,NA,0,0,0,JuvMov,1050,NA,F,0.625,8,NA
2017,986,0,0,0,NA,0,0,0,JuvMov,1051,NA,F,0.625,6.9,NA
2017,492,0,0,0,NA,0,0,0,JuvMov,1052,NA,M,0.5,7.6,NA
2017,578,0,0,0,NA,0,0,0,JuvMov,1053,NA,F,0.375,7.8,NA
2017,429,0,0,0,NA,0,0,0,JuvMov,1055,NA,M,0,7.4,NA
2017,522,0,0,0,NA,0,0,0,JuvMov,1056,NA,M,0.5,7.4,NA
2017,827,0,0,0,NA,0,0,0,JuvMov,1057,NA,F,0.75,7.2,NA
2017,607,0,0,0,NA,0,0,0,JuvMov,1058,NA,F,0.5,7.3,NA
2017,137,0,0,0,NA,0,0,0,JuvMov,1059,NA,M,0.375,7.5,NA
2017,679,0,0,0,NA,0,0,0,JuvMov,1061,NA,M,0,9.2,NA
2017,258,0,0,0,NA,0,0,0,JuvMov,1062,NA,M,0.5,7.8,NA
2017,731,0,0,0,NA,0,0,0,JuvMov,1063,NA,M,0.625,7.4,NA
2017,1064,0,0,0,NA,0,0,0,JuvMov,1065,NA,F,0.375,8.3,NA
2017,834,0,0,0,NA,0,0,0,JuvMov,1066,NA,F,0.125,7.3,NA
2017,1067,0,0,0,NA,0,0,0,JuvMov,1068,NA,M,0.625,8.7,NA
2017,743,0,0,0,NA,0,0,0,JuvMov,1069,NA,M,0.25,7.6,NA
2017,387,0,0,0,NA,0,0,0,JuvMov,1071,NA,F,0.375,8.8,NA
2017,1074,0,0,0,NA,0,0,0,JuvMov,1075,NA,M,0.5,8.7,NA
2017,553,0,0,0,NA,0,0,0,JuvMov,1077,NA,M,0.375,7.5,NA
2017,318,0,0,0,NA,0,0,0,JuvMov,1079,NA,F,1,9.1,NA
2017,1081,0,0,0,NA,0,0,0,JuvMov,1082,NA,M,0.5,9.3,NA
2017,965,0,0,0,NA,0,0,0,JuvMov,1084,NA,M,0.875,7.8,NA
2017,1090,0,0,0,NA,0,0,0,JuvMov,1091,NA,F,0.375,9.4,NA
2017,831,0,0,0,NA,0,0,0,JuvMov,1092,NA,M,0,7,NA
2017,645,0,0,0,NA,0,0,0,JuvMov,1095,NA,F,0.375,6.8,NA
2017,3,0,0,0,NA,0,0,0,JuvMov,1096,NA,F,0.25,9.9,NA
2017,503,0,0,0,NA,0,0,0,JuvMov,1098,NA,M,0.25,7.4,NA
2017,1099,0,0,0,NA,0,0,0,JuvMov,1100,NA,F,0.5,9,NA
2018,1074,0,0,0,NA,0,0,0,JuvMov,1103,NA,F,0.375,7.4,NA
2018,897,0,0,0,NA,0,0,0,JuvMov,1105,NA,M,0.375,8.3,NA
2018,771,0,0,0,NA,0,0,0,JuvMov,1107,NA,F,0.375,7.6,NA
2018,1033,0,0,0,NA,0,0,0,JuvMov,1108,NA,F,0.375,8.4,NA
2018,963,0,0,0,NA,0,0,0,JuvMov,1115,NA,F,0.25,7.5,NA
2018,521,0,0,0,NA,0,0,0,JuvMov,1119,NA,F,0.625,7.8,NA
2018,1101,0,0,0,NA,0,0,0,JuvMov,1122,NA,F,0.625,7.7,NA
2018,553,0,0,0,NA,0,0,0,JuvMov,1123,NA,F,0.125,7.2,NA
2018,492,0,0,0,NA,0,0,0,JuvMov,1124,NA,F,0,7.5,NA
2018,510,0,0,0,NA,0,0,0,JuvMov,1125,NA,F,0.75,9,NA
2018,558,0,0,0,NA,0,0,0,JuvMov,1127,NA,M,0.5,8.2,NA
2018,970,0,0,0,NA,0,0,0,JuvMov,1128,NA,M,0.25,7.2,NA
2018,807,0,0,0,NA,0,0,0,JuvMov,1130,NA,M,0.375,7.4,NA
2018,827,0,0,0,NA,0,0,0,JuvMov,1131,NA,M,0.5,8.1,NA
2018,680,0,0,0,NA,0,0,0,JuvMov,1132,NA,F,0.125,7.9,NA
2018,1135,0,0,0,NA,0,0,0,JuvMov,1136,NA,M,0.5,8.5,NA
2018,824,0,0,0,NA,0,0,0,JuvMov,1138,NA,F,0.25,8.1,NA
2018,635,0,0,0,NA,0,0,0,JuvMov,1140,NA,M,0,7.7,NA
2018,1142,0,0,0,NA,0,0,0,JuvMov,1143,NA,F,0.375,7.3,NA
2018,1027,0,0,0,NA,0,0,0,JuvMov,1144,NA,M,0.375,8.3,NA
2018,917,0,0,0,NA,0,0,0,JuvMov,1145,NA,F,0.25,6.8,NA
2018,831,0,0,0,NA,0,0,0,JuvMov,1146,NA,F,0.125,6.4,NA
2018,519,0,0,0,NA,0,0,0,JuvMov,1147,NA,F,0.375,9.4,NA
2018,847,0,0,0,NA,0,0,0,JuvMov,1148,NA,F,0.375,7.4,NA
2018,276,0,0,0,NA,0,0,0,JuvMov,1149,NA,M,0.125,9,NA
2018,1151,0,0,0,NA,0,0,0,JuvMov,1152,NA,F,0.375,9.7,NA
2018,503,0,0,0,NA,0,0,0,JuvMov,1153,NA,F,0.25,7.9,NA
2018,1156,0,0,0,NA,0,0,0,JuvMov,1157,NA,M,0.25,8.5,NA
2018,1081,0,0,0,NA,0,0,0,JuvMov,1159,NA,F,0.5,7.4,NA
2018,645,0,0,0,NA,0,0,0,JuvMov,1160,NA,F,0.625,7.2,NA
2019,1118,0,0,0,NA,0,0,0,JuvMov,1161,NA,F,0.5,8.1,NA
2019,1040,0,0,0,NA,0,0,0,JuvMov,1162,NA,M,0.5,7.7,NA
2019,1110,0,0,0,NA,0,0,0,JuvMov,1163,NA,F,0.166666667,8.3,NA
2019,839,0,0,0,NA,0,0,0,JuvMov,1164,NA,M,0.5,7.9,NA
2019,897,0,0,0,NA,0,0,0,JuvMov,1165,NA,F,0.666666667,8.6,NA
2019,1154,0,0,0,NA,0,0,0,JuvMov,1166,NA,F,0.5,8.2,NA
2019,525,0,0,0,NA,0,0,0,JuvMov,1167,NA,F,0.5,8.2,NA
2019,731,0,0,0,NA,0,0,0,JuvMov,1168,NA,M,0.333333333,8.3,NA
2019,924,0,0,0,NA,0,0,0,JuvMov,1169,NA,F,0.666666667,7.5,NA
2019,242,0,0,0,NA,0,0,0,JuvMov,1170,NA,F,0.833333333,7.4,NA
2019,193,0,0,0,NA,0,0,0,JuvMov,1171,NA,F,0.833333333,8.4,NA
2019,1038,0,0,0,NA,0,0,0,JuvMov,1172,NA,M,0.333333333,8,NA
2019,1101,0,0,0,NA,0,0,0,JuvMov,1173,NA,M,0.333333333,8.8,NA
2019,224,0,0,0,NA,0,0,0,JuvMov,1174,NA,M,0.666666667,8.3,NA
2019,522,0,0,0,NA,0,0,0,JuvMov,1175,NA,M,1,8.8,NA
2019,745,0,0,0,NA,0,0,0,JuvMov,1176,NA,F,0.666666667,8,NA
2019,743,0,0,0,NA,0,0,0,JuvMov,1178,NA,M,0.666666667,8.9,NA
2019,206,0,0,0,NA,0,0,0,JuvMov,1179,NA,M,0.333333333,8.5,NA
2019,607,0,0,0,NA,0,0,0,JuvMov,1180,NA,F,0.333333333,8.7,NA
2019,558,0,0,0,NA,0,0,0,JuvMov,1181,NA,M,0.666666667,7.1,NA
2019,734,0,0,0,NA,0,0,0,JuvMov,1182,NA,F,0.666666667,8.6,NA
2019,625,0,0,0,NA,0,0,0,JuvMov,1183,NA,F,0.5,8.4,NA
2019,86,0,0,0,NA,0,0,0,JuvMov,1184,NA,F,0.333333333,8.2,NA
2019,921,0,0,0,NA,0,0,0,JuvMov,1185,NA,F,0.333333333,7.5,NA
2019,892,0,0,0,NA,0,0,0,JuvMov,1186,NA,M,0.666666667,7.4,NA
2019,931,0,0,0,NA,0,0,0,JuvMov,1187,NA,F,0.5,7.2,NA
2019,1135,0,0,0,NA,0,0,0,JuvMov,1188,NA,F,0.666666667,8.6,NA
2019,972,0,0,0,NA,0,0,0,JuvMov,1189,NA,M,0.166666667,7,NA
2019,986,0,0,0,NA,0,0,0,JuvMov,1190,NA,F,0.666666667,7.4,NA
2019,928,0,0,0,NA,0,0,0,JuvMov,1191,NA,M,0.666666667,7.5,NA
2019,429,0,0,0,NA,0,0,0,JuvMov,1192,NA,M,0.166666667,7.9,NA
2019,553,0,0,0,NA,0,0,0,JuvMov,1193,NA,F,0.666666667,8.8,NA
2019,1027,0,0,0,NA,0,0,0,JuvMov,1194,NA,M,0.333333333,7.2,NA
2019,827,0,0,0,NA,0,0,0,JuvMov,1195,NA,M,0.666666667,8.2,NA
2019,851,0,0,0,NA,0,0,0,JuvMov,1196,NA,M,0.5,7.5,NA
2019,623,0,0,0,NA,0,0,0,JuvMov,1197,NA,M,0,7.3,NA
2019,318,0,0,0,NA,0,0,0,JuvMov,1198,NA,M,0.666666667,9,NA
2019,612,0,0,0,NA,0,0,0,JuvMov,1199,NA,M,0.333333333,9.6,NA
2019,918,0,0,0,NA,0,0,0,JuvMov,1200,NA,M,1,7.1,NA
2019,895,0,0,0,NA,0,0,0,JuvMov,1201,NA,F,0.5,7.9,NA
