Year,YoungID,MotherID,East,GroupSize,RelFemAlong,FIDJuv,Observer,Sex,AgeatObs,TestNumber,DifferenceDays,DataFile,FIDAdFem
2019,0,191,7349,1,0,NA,Carolina,0,0,11,3,AdFemFID,3
2017,0,193,7931,1,0,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,193,7978,2,0,NA,Weliton,0,0,2,23,AdFemFID,6
2017,0,193,7940,1,0,NA,Weliton,0,0,3,14,AdFemFID,7
2017,0,193,8008,2,0,NA,Weliton,0,0,4,2,AdFemFID,4
2018,0,193,7730,1,RegPY,NA,Weliton,0,0,5,174,AdFemFID,7
2018,0,193,7917,2,SA,NA,Weliton,0,0,6,175,AdFemFID,7
2018,0,193,7930,1,0,NA,Weliton,0,0,7,22,AdFemFID,13
2019,0,193,7900,2,0,NA,Carolina,0,0,8,175,AdFemFID,8
2019,0,193,7541,2,0,NA,Carolina,0,0,9,2,AdFemFID,9
2017,0,206,7730,2,LPY,NA,Weliton,0,0,1,500,AdFemFID,12
2017,0,206,7572,6,LPY,NA,Weliton,0,0,2,3,AdFemFID,7
2017,0,206,7641,1,LPY,NA,Weliton,0,0,3,13,AdFemFID,15
2018,0,206,7573,2,0,NA,Weliton,0,0,4,193,AdFemFID,3
2018,0,206,7690,1,0,NA,Weliton,0,0,5,2,AdFemFID,5
2018,0,206,7717,1,0,NA,Weliton,0,0,6,171,AdFemFID,5
2018,0,206,7679,1,0,NA,Weliton,0,0,7,3,AdFemFID,7
2019,0,206,7425,2,0,NA,Carolina,0,0,8,175,AdFemFID,3
2019,0,206,7429,1,0,NA,Carolina,0,0,9,19,AdFemFID,5
2019,0,206,7332,2,0,NA,Carolina,0,0,10,1,AdFemFID,5
2017,0,207,7312,3,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,207,7268,2,0,NA,Weliton,0,0,2,23,AdFemFID,7
2017,0,207,7215,4,0,NA,Weliton,0,0,3,8,AdFemFID,5
2017,0,217,7031,2,0,NA,Weliton,0,0,1,500,AdFemFID,2
2017,0,217,7059,1,0,NA,Weliton,0,0,2,9,AdFemFID,1
2017,0,224,7720,2,SA,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,224,7835,2,SA,NA,Weliton,0,0,2,94,AdFemFID,7
2018,0,224,7561,1,0,NA,Weliton,0,0,3,105,AdFemFID,8
2018,0,224,7699,1,0,NA,Weliton,0,0,4,171,AdFemFID,6
2018,0,224,7846,2,0,NA,Weliton,0,0,5,33,AdFemFID,5
2019,0,224,7802,1,0,NA,Carolina,0,0,6,170,AdFemFID,9
2017,0,242,7305,2,LPY,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,242,7499,1,LPY,NA,Weliton,0,0,2,18,AdFemFID,3
2017,0,242,7224,2,LPY,NA,Weliton,0,0,3,16,AdFemFID,5
2017,0,242,7463,1,LPY,NA,Weliton,0,0,4,49,AdFemFID,5
2018,0,242,7204,2,0,NA,Weliton,0,0,5,130,AdFemFID,3
2018,0,242,7070,1,0,NA,Weliton,0,0,6,173,AdFemFID,2
2018,0,242,7422,1,0,NA,Weliton,0,0,7,18,AdFemFID,6
2018,0,242,7484,1,0,NA,Weliton,0,0,8,7,AdFemFID,9
2019,0,242,7082,1,0,NA,Carolina,0,0,9,183,AdFemFID,5
2017,0,244,7211,4,0,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,244,7695,3,0,NA,Weliton,0,0,2,111,AdFemFID,4
2017,0,244,7607,3,0,NA,Weliton,0,0,3,4,AdFemFID,1
2018,0,244,7540,1,0,NA,Weliton,0,0,4,95,AdFemFID,3
2018,0,244,7403,2,0,NA,Weliton,0,0,5,2,AdFemFID,2
2018,0,244,7565,1,0,NA,Weliton,0,0,6,154,AdFemFID,6
2018,0,244,7427,1,0,NA,Weliton,0,0,7,35,AdFemFID,2
2018,0,244,7453,1,0,NA,Weliton,0,0,8,10,AdFemFID,2
2019,0,244,7707,2,0,NA,Carolina,0,0,9,171,AdFemFID,4
2019,0,244,7553,3,0,NA,Carolina,0,0,10,2,AdFemFID,1
2017,0,247,7555,2,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,247,7395,3,SA,NA,Weliton,0,0,2,29,AdFemFID,8
2017,0,249,7926,3,0,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,249,7960,3,0,NA,Weliton,0,0,2,9,AdFemFID,10
2017,0,249,7953,1,0,NA,Weliton,0,0,3,44,AdFemFID,7
2018,0,249,7916,1,RegPY,NA,Weliton,0,0,4,135,AdFemFID,6
2018,0,249,7639,1,0,NA,Weliton,0,0,5,186,AdFemFID,12
2018,0,249,7926,1,0,NA,Weliton,0,0,6,3,AdFemFID,6
2019,0,249,7992,3,0,NA,Carolina,0,0,7,178,AdFemFID,12
2017,0,258,7350,2,RegPY,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,258,7561,5,LPY,NA,Weliton,0,0,2,14,AdFemFID,5
2017,0,258,7292,4,LPY,NA,Weliton,0,0,3,11,AdFemFID,8
2017,0,258,7356,1,LPY,NA,Weliton,0,0,4,7,AdFemFID,8
2017,0,258,7537,3,LPY,NA,Weliton,0,0,5,51,AdFemFID,5
2018,0,258,7322,1,0,NA,Weliton,0,0,6,126,AdFemFID,2
2017,0,276,7974,1,0,NA,Weliton,0,0,1,500,AdFemFID,11
2017,0,276,7856,2,0,NA,Weliton,0,0,2,14,AdFemFID,8
2018,0,276,7894,1,0,NA,Weliton,0,0,3,202,AdFemFID,10
2018,0,276,7916,1,LPY,NA,Weliton,0,0,4,170,AdFemFID,8
2018,0,276,7930,1,LPY,NA,Weliton,0,0,5,25,AdFemFID,6
2018,0,276,7947,1,LPY,NA,Weliton,0,0,6,44,AdFemFID,5
2019,0,276,7976,3,0,NA,Carolina,0,0,7,116,AdFemFID,7
2019,0,276,7942,2,0,NA,Carolina,0,0,8,22,AdFemFID,5
2017,0,3,8229,5,LPY,NA,Weliton,0,0,1,500,AdFemFID,13
2017,0,3,8274,1,LPY,NA,Weliton,0,0,2,21,AdFemFID,11
2017,0,3,8216,1,LPY,NA,Weliton,0,0,3,28,AdFemFID,11
2017,0,3,8369,2,LPY,NA,Weliton,0,0,4,55,AdFemFID,9
2018,0,3,8282,1,0,NA,Weliton,0,0,5,262,AdFemFID,13
2018,0,3,8258,1,0,NA,Weliton,0,0,6,30,AdFemFID,17
2019,0,3,8351,1,0,NA,Carolina,0,0,7,173,AdFemFID,13
2019,0,3,8314,1,0,NA,Carolina,0,0,8,1,AdFemFID,2
2017,0,311,8288,2,SA,NA,Weliton,0,0,1,500,AdFemFID,13
2017,0,311,8290,1,0,NA,Weliton,0,0,2,1,AdFemFID,17
2018,0,311,8261,3,LPY,NA,Weliton,0,0,3,262,AdFemFID,17
2018,0,311,8373,1,LPY,NA,Weliton,0,0,4,28,AdFemFID,12
2019,0,311,8225,1,0,NA,Weliton,0,0,5,181,AdFemFID,11
2017,0,314,7946,3,SA,NA,Weliton,0,0,1,500,AdFemFID,11
2017,0,314,7921,3,SA,NA,Weliton,0,0,2,6,AdFemFID,1
2017,0,314,7920,1,0,NA,Weliton,0,0,3,12,AdFemFID,2
2017,0,318,7442,1,RegPY,NA,Weliton,0,0,1,500,AdFemFID,23
2017,0,318,7411,1,RegPY,NA,Weliton,0,0,2,3,AdFemFID,16
2017,0,318,7273,3,LPY,NA,Weliton,0,0,3,31,AdFemFID,8
2017,0,318,7359,1,LPY,NA,Weliton,0,0,4,1,AdFemFID,16
2018,0,318,7031,2,SA,NA,Weliton,0,0,5,185,AdFemFID,7
2018,0,318,7543,1,0,NA,Weliton,0,0,6,171,AdFemFID,7
2018,0,318,7458,2,0,NA,Weliton,0,0,7,15,AdFemFID,10
2019,0,318,7389,2,0,NA,Carolina,0,0,8,164,AdFemFID,9
2019,0,318,7520,2,0,NA,Carolina,0,0,9,17,AdFemFID,14
2019,0,318,7369,2,0,NA,Carolina,0,0,10,3,AdFemFID,13
2019,0,318,7444,2,SA,NA,Carolina,0,0,11,1,AdFemFID,7
2017,0,337,8110,3,0,NA,Weliton,0,0,1,500,AdFemFID,18
2017,0,337,7906,2,0,NA,Weliton,0,0,2,13,AdFemFID,6
2017,0,337,7963,2,0,NA,Weliton,0,0,3,5,AdFemFID,5
2018,0,337,7908,1,LPY,NA,Weliton,0,0,4,355,AdFemFID,6
2018,0,337,7926,1,RegPY,NA,Weliton,0,0,5,4,AdFemFID,6
2018,0,337,7981,1,LPY,NA,Weliton,0,0,6,16,AdFemFID,8
2017,0,342,7994,3,SA,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,342,7987,5,0,NA,Weliton,0,0,2,3,AdFemFID,7
2017,0,342,8197,3,0,NA,Weliton,0,0,3,84,AdFemFID,8
2018,0,342,7947,1,0,NA,Weliton,0,0,4,125,AdFemFID,7
2018,0,342,8260,1,0,NA,Weliton,0,0,5,3,AdFemFID,6
2018,0,342,7959,2,0,NA,Weliton,0,0,6,154,AdFemFID,7
2018,0,342,8074,3,0,NA,Weliton,0,0,7,15,AdFemFID,4
2018,0,342,7969,1,0,NA,Weliton,0,0,8,27,AdFemFID,10
2019,0,342,7860,2,0,NA,Carolina,0,0,9,174,AdFemFID,4
2019,0,342,7929,4,0,NA,Carolina,0,0,10,1,AdFemFID,4
2019,0,342,7965,1,0,NA,Carolina,0,0,11,3,AdFemFID,8
2017,0,349,7376,4,0,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,349,7579,1,0,NA,Weliton,0,0,2,1,AdFemFID,6
2017,0,349,6991,1,0,NA,Weliton,0,0,3,81,AdFemFID,4
2017,0,349,7070,3,0,NA,Weliton,0,0,4,1,AdFemFID,4
2018,0,349,7022,3,LPY,NA,Weliton,0,0,5,273,AdFemFID,7
2018,0,349,7048,1,LPY,NA,Weliton,0,0,6,15,AdFemFID,4
2019,0,349,7276,3,0,NA,Carolina,0,0,7,184,AdFemFID,11
2019,0,349,7024,1,RegPY,NA,Weliton,0,0,8,2,AdFemFID,10
2017,0,386,8221,1,0,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,386,8173,1,0,NA,Weliton,0,0,2,3,AdFemFID,2
2017,0,387,8156,1,LPY,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,387,8252,1,LPY,NA,Weliton,0,0,2,40,AdFemFID,15
2017,0,387,8081,1,LPY,NA,Weliton,0,0,3,28,AdFemFID,13
2018,0,387,8085,1,0,NA,Weliton,0,0,4,315,AdFemFID,7
2018,0,387,8107,1,0,NA,Weliton,0,0,5,3,AdFemFID,10
2019,0,387,8113,2,0,NA,Carolina,0,0,6,181,AdFemFID,9
2019,0,387,8198,1,0,NA,Carolina,0,0,7,20,AdFemFID,13
2019,0,387,8203,2,SA,NA,Carolina,0,0,8,2,AdFemFID,9
2017,0,391,8491,4,0,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,391,8310,2,0,NA,Weliton,0,0,2,18,AdFemFID,13
2018,0,391,8180,2,0,NA,Weliton,0,0,3,366,AdFemFID,13
2018,0,391,8140,1,0,NA,Weliton,0,0,4,22,AdFemFID,12
2018,0,391,8229,1,0,NA,Weliton,0,0,5,8,AdFemFID,11
2019,0,391,8112,2,0,NA,Carolina,0,0,6,152,AdFemFID,9
2019,0,391,8279,1,0,NA,Carolina,0,0,7,19,AdFemFID,9
2019,0,391,8033,3,0,NA,Carolina,0,0,8,1,AdFemFID,5
2019,0,391,8149,3,0,NA,Carolina,0,0,9,1,AdFemFID,5
2019,0,391,8207,2,0,NA,Carolina,0,0,10,1,AdFemFID,7
2017,0,394,7811,1,0,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,394,7928,3,0,NA,Weliton,0,0,2,6,AdFemFID,3
2017,0,394,8005,2,0,NA,Weliton,0,0,3,7,AdFemFID,4
2017,0,394,8005,3,0,NA,Weliton,0,0,4,13,AdFemFID,5
2017,0,396,7068,2,0,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,396,6960,1,0,NA,Weliton,0,0,2,97,AdFemFID,7
2018,0,396,7021,1,0,NA,Weliton,0,0,3,98,AdFemFID,4
2017,0,429,7803,1,LPY,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,429,7930,1,LPY,NA,Weliton,0,0,2,1,AdFemFID,8
2017,0,429,7931,1,LPY,NA,Weliton,0,0,3,5,AdFemFID,8
2017,0,429,7791,1,LPY,NA,Weliton,0,0,4,7,AdFemFID,10
2017,0,429,7757,1,LPY,NA,Weliton,0,0,5,6,AdFemFID,11
2017,0,429,7889,1,LPY,NA,Weliton,0,0,6,51,AdFemFID,5
2018,0,429,7909,1,0,NA,Weliton,0,0,7,143,AdFemFID,4
2018,0,429,7966,3,SA,NA,Weliton,0,0,8,6,AdFemFID,4
2018,0,429,7830,2,SA,NA,Weliton,0,0,9,165,AdFemFID,6
2018,0,429,7752,2,SA,NA,Weliton,0,0,10,20,AdFemFID,7
2019,0,429,7724,1,0,NA,Weliton,0,0,11,156,AdFemFID,4
2019,0,429,8109,1,0,NA,Carolina,0,0,12,2,AdFemFID,5
2019,0,429,7574,2,0,NA,Carolina,0,0,13,18,AdFemFID,9
2019,0,429,8001,3,SA,NA,Carolina,0,0,14,2,AdFemFID,6
2017,0,431,7913,2,0,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,431,7976,1,0,NA,Weliton,0,0,2,4,AdFemFID,7
2017,0,431,8005,2,0,NA,Weliton,0,0,3,36,AdFemFID,4
2017,0,431,7981,2,0,NA,Weliton,0,0,4,50,AdFemFID,10
2018,0,431,7923,1,0,NA,Weliton,0,0,5,127,AdFemFID,8
2018,0,431,8177,2,0,NA,Weliton,0,0,6,1,AdFemFID,7
2018,0,431,7920,1,0,NA,Weliton,0,0,7,154,AdFemFID,9
2017,0,447,7311,2,0,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,447,6988,2,0,NA,Weliton,0,0,2,28,AdFemFID,6
2017,0,447,7299,2,0,NA,Weliton,0,0,3,1,AdFemFID,3
2017,0,471,7550,2,LPY,NA,Weliton,0,0,1,500,AdFemFID,14
2017,0,471,7352,1,LPY,NA,Weliton,0,0,2,2,AdFemFID,6
2017,0,471,7480,1,LPY,NA,Weliton,0,0,3,7,AdFemFID,5
2017,0,471,7554,4,LPY,NA,Weliton,0,0,4,10,AdFemFID,12
2017,0,471,7527,2,LPY,NA,Weliton,0,0,5,16,AdFemFID,4
2017,0,471,7620,1,LPY,NA,Weliton,0,0,6,50,AdFemFID,8
2018,0,471,7337,2,SA,NA,Weliton,0,0,7,132,AdFemFID,5
2018,0,471,7546,2,SA,NA,Weliton,0,0,8,3,AdFemFID,9
2018,0,471,7349,2,SA,NA,Weliton,0,0,9,150,AdFemFID,7
2018,0,471,7657,1,0,NA,Weliton,0,0,10,21,AdFemFID,4
2019,0,471,7666,2,SA,NA,Carolina,0,0,11,202,AdFemFID,10
2017,0,485,7719,1,0,NA,Weliton,0,0,1,500,AdFemFID,3
2017,0,485,7692,1,0,NA,Weliton,0,0,2,5,AdFemFID,3
2017,0,485,7714,1,0,NA,Weliton,0,0,3,14,AdFemFID,7
2018,0,485,7236,1,0,NA,Weliton,0,0,4,189,AdFemFID,2
2018,0,485,7820,1,0,NA,Weliton,0,0,5,11,AdFemFID,0.5
2017,0,491,7432,2,SA,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,491,7549,2,SA,NA,Weliton,0,0,2,30,AdFemFID,5
2017,0,491,7450,2,SA,NA,Weliton,0,0,3,50,AdFemFID,4
2017,0,492,7593,2,RegPY,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,492,7419,2,LPY,NA,Weliton,0,0,2,31,AdFemFID,5
2017,0,492,7291,1,LPY,NA,Weliton,0,0,3,91,AdFemFID,5
2018,0,492,7236,2,LPY,NA,Weliton,0,0,4,246,AdFemFID,8
2018,0,492,7584,2,LPY,NA,Weliton,0,0,5,22,AdFemFID,6
2018,0,492,7301,1,LPY,NA,Weliton,0,0,6,13,AdFemFID,10
2017,0,503,7253,2,0,NA,Weliton,0,0,1,500,AdFemFID,2
2017,0,503,7300,3,0,NA,Weliton,0,0,2,2,AdFemFID,6
2017,0,503,7516,1,0,NA,Weliton,0,0,3,15,AdFemFID,7
2017,0,503,7379,4,0,NA,Weliton,0,0,4,5,AdFemFID,6
2017,0,503,7247,2,LPY,NA,Weliton,0,0,5,66,AdFemFID,5
2018,0,503,7208,1,0,NA,Weliton,0,0,6,123,AdFemFID,6
2018,0,503,7499,1,RegPY,NA,Weliton,0,0,7,6,AdFemFID,6
2018,0,503,7078,1,LPY,NA,Weliton,0,0,8,168,AdFemFID,2
2018,0,503,7259,1,RegPY,NA,Weliton,0,0,9,23,AdFemFID,4
2017,0,508,7643,2,0,NA,Weliton,0,0,1,500,AdFemFID,2
2017,0,510,8106,1,0,NA,Weliton,0,0,1,500,AdFemFID,12
2017,0,510,8188,2,0,NA,Weliton,0,0,2,7,AdFemFID,7
2017,0,510,8165,1,0,NA,Weliton,0,0,3,3,AdFemFID,11
2018,0,510,8183,1,0,NA,Weliton,0,0,4,93,AdFemFID,8
2018,0,510,8127,1,LPY,NA,Weliton,0,0,5,154,AdFemFID,14
2018,0,510,7924,1,LPY,NA,Weliton,0,0,6,23,AdFemFID,9
2019,0,510,7734,1,0,NA,Weliton,0,0,7,170,AdFemFID,10
2017,0,517,7599,1,0,NA,Weliton,0,0,1,500,AdFemFID,1
2017,0,519,7538,2,0,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,519,7562,1,RegPY,NA,Weliton,0,0,2,2,AdFemFID,5
2017,0,519,7586,1,0,NA,Weliton,0,0,3,32,AdFemFID,7
2017,0,519,7664,1,0,NA,Weliton,0,0,4,53,AdFemFID,9
2018,0,519,7592,1,0,NA,Weliton,0,0,5,130,AdFemFID,5
2018,0,519,7465,1,LPY,NA,Weliton,0,0,6,153,AdFemFID,2
2018,0,519,7429,1,LPY,NA,Weliton,0,0,7,1,AdFemFID,14
2018,0,519,7421,1,LPY,NA,Weliton,0,0,8,44,AdFemFID,5
2019,0,519,7568,3,0,NA,Carolina,0,0,9,173,AdFemFID,5
2019,0,519,7588,2,SA,NA,Carolina,0,0,10,2,AdFemFID,1
2017,0,521,7335,5,0,NA,Weliton,0,0,1,500,AdFemFID,10
2017,0,521,7535,1,0,NA,Weliton,0,0,2,20,AdFemFID,5
2017,0,521,7486,2,SA,NA,Weliton,0,0,3,16,AdFemFID,9
2018,0,521,7578,2,RegPY,NA,Weliton,0,0,4,178,AdFemFID,6
2018,0,521,7247,1,0,NA,Weliton,0,0,5,3,AdFemFID,5
2018,0,521,7467,1,LPY,NA,Weliton,0,0,6,155,AdFemFID,11
2018,0,521,7323,1,LPY,NA,Weliton,0,0,7,14,AdFemFID,7
2018,0,521,7540,2,LPY,NA,Weliton,0,0,8,19,AdFemFID,11
2018,0,521,7568,1,LPY,NA,Weliton,0,0,9,6,AdFemFID,12
2019,0,521,7635,1,0,NA,Carolina,0,0,10,155,AdFemFID,4
2019,0,521,7442,2,0,NA,Carolina,0,0,11,3,AdFemFID,5
2017,0,522,7402,2,RegPY,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,522,7380,3,LPY,NA,Weliton,0,0,2,34,AdFemFID,7
2017,0,522,7545,2,RegPY,NA,Weliton,0,0,3,2,AdFemFID,5
2017,0,522,7467,1,LPY,NA,Weliton,0,0,4,46,AdFemFID,2
2018,0,522,7541,1,0,NA,Weliton,0,0,5,143,AdFemFID,6
2018,0,522,7441,1,0,NA,Weliton,0,0,6,162,AdFemFID,5
2018,0,522,7349,2,0,NA,Weliton,0,0,7,31,AdFemFID,4
2019,0,522,7437,2,0,NA,Carolina,0,0,8,169,AdFemFID,3
2019,0,522,7304,1,0,NA,Carolina,0,0,9,7,AdFemFID,9
2017,0,523,7867,2,0,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,523,7921,2,SA,NA,Weliton,0,0,2,9,AdFemFID,1
2017,0,525,7692,3,0,NA,Weliton,0,0,1,500,AdFemFID,11
2017,0,525,7897,2,SA,NA,Weliton,0,0,2,111,AdFemFID,12
2017,0,525,7785,1,0,NA,Weliton,0,0,3,2,AdFemFID,13
2018,0,525,7835,1,RegPY,NA,Weliton,0,0,4,99,AdFemFID,13
2018,0,525,7712,2,0,NA,Weliton,0,0,5,164,AdFemFID,5
2018,0,525,7826,1,0,NA,Weliton,0,0,6,35,AdFemFID,10
2018,0,525,7749,1,0,NA,Weliton,0,0,7,27,AdFemFID,12
2019,0,525,7414,3,0,NA,Carolina,0,0,8,138,AdFemFID,6
2019,0,525,7721,4,0,NA,Carolina,0,0,9,5,AdFemFID,3
2017,0,529,8395,2,0,NA,Weliton,0,0,1,500,AdFemFID,14
2017,0,529,8345,2,0,NA,Weliton,0,0,2,4,AdFemFID,9
2018,0,529,8309,2,RegPY,NA,Weliton,0,0,3,92,AdFemFID,12
2018,0,529,8125,2,SA,NA,Weliton,0,0,4,180,AdFemFID,10
2018,0,529,8279,2,0,NA,Weliton,0,0,5,29,AdFemFID,6
2017,0,54,7208,2,SA,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,54,7457,1,0,NA,Weliton,0,0,2,20,AdFemFID,7
2017,0,553,7622,1,LPY,NA,Weliton,0,0,1,500,AdFemFID,13
2017,0,553,7313,1,LPY,NA,Weliton,0,0,2,34,AdFemFID,9
2017,0,553,7254,3,LPY,NA,Weliton,0,0,3,49,AdFemFID,8
2018,0,553,7300,1,LPY,NA,Weliton,0,0,4,301,AdFemFID,13
2018,0,553,7268,1,LPY,NA,Weliton,0,0,5,19,AdFemFID,8
2019,0,553,7590,1,0,NA,Carolina,0,0,6,162,AdFemFID,21
2019,0,553,7421,1,0,NA,Weliton,0,0,7,30,AdFemFID,9
2017,0,557,7556,2,0,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,557,7539,2,0,NA,Weliton,0,0,2,21,AdFemFID,6
2017,0,557,7611,1,0,NA,Weliton,0,0,3,15,AdFemFID,6
2017,0,557,7255,2,0,NA,Weliton,0,0,4,80,AdFemFID,6
2017,0,557,7543,2,0,NA,Weliton,0,0,5,7,AdFemFID,4
2018,0,557,7510,1,0,NA,Weliton,0,0,6,95,AdFemFID,5
2018,0,557,7477,1,RegPY,NA,Weliton,0,0,7,3,AdFemFID,4
2018,0,557,7492,1,0,NA,Weliton,0,0,8,168,AdFemFID,4
2017,0,558,7456,2,SA,NA,Weliton,0,0,1,500,AdFemFID,9
2017,0,558,7597,2,0,NA,Weliton,0,0,2,6,AdFemFID,4
2017,0,558,7557,2,0,NA,Weliton,0,0,3,16,AdFemFID,7
2018,0,558,7283,1,0,NA,Weliton,0,0,4,185,AdFemFID,8
2018,0,558,7417,1,LPY,NA,Weliton,0,0,5,169,AdFemFID,5
2018,0,558,7474,1,LPY,NA,Weliton,0,0,6,25,AdFemFID,6
2019,0,558,7377,4,SA,NA,Carolina,0,0,7,157,AdFemFID,8
2019,0,558,7384,1,0,NA,Carolina,0,0,8,19,AdFemFID,10
2017,0,562,8393,5,SA,NA,Weliton,0,0,1,500,AdFemFID,15
2017,0,562,8226,4,SA,NA,Weliton,0,0,2,73,AdFemFID,13
2017,0,562,8364,2,SA,NA,Weliton,0,0,3,49,AdFemFID,9
2018,0,562,8255,2,0,NA,Weliton,0,0,4,92,AdFemFID,3
2018,0,562,8152,1,0,NA,Weliton,0,0,5,170,AdFemFID,13
2018,0,562,8370,2,0,NA,Weliton,0,0,6,5,AdFemFID,11
2019,0,562,8287,3,0,NA,Carolina,0,0,7,197,AdFemFID,18
2019,0,562,8217,2,0,NA,Carolina,0,0,8,2,AdFemFID,6
2017,0,578,7991,2,LPY,NA,Weliton,0,0,1,500,AdFemFID,6
2017,0,578,7653,3,LPY,NA,Weliton,0,0,2,6,AdFemFID,5
2017,0,578,8041,3,LPY,NA,Weliton,0,0,3,78,AdFemFID,6
2018,0,578,7573,1,0,NA,Weliton,0,0,4,128,AdFemFID,5
2017,0,586,7818,1,0,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,586,8121,1,0,NA,Weliton,0,0,2,111,AdFemFID,6
2018,0,586,8266,1,0,NA,Weliton,0,0,3,99,AdFemFID,8
2018,0,586,8027,2,0,NA,Weliton,0,0,4,9,AdFemFID,5
2018,0,586,7783,3,0,NA,Weliton,0,0,5,165,AdFemFID,8
2018,0,586,7597,1,0,NA,Weliton,0,0,6,19,AdFemFID,7
2019,0,586,7232,3,0,NA,Carolina,0,0,7,160,AdFemFID,7
2019,0,586,7626,2,0,NA,Carolina,0,0,8,17,AdFemFID,9
2019,0,586,7471,2,SA,NA,Carolina,0,0,9,4,AdFemFID,4
2019,0,586,7491,1,0,NA,Carolina,0,0,10,2,AdFemFID,5
2017,0,603,7227,3,SA,NA,Weliton,0,0,1,500,AdFemFID,7
2017,0,603,7431,1,0,NA,Weliton,0,0,2,33,AdFemFID,2
2017,0,603,7363,2,SA,NA,Weliton,0,0,3,2,AdFemFID,7
2017,0,603,7498,2,SA,NA,Weliton,0,0,4,1,AdFemFID,2
2017,0,607,7518,2,RegPY,NA,Weliton,0,0,1,500,AdFemFID,4
2017,0,607,7537,1,RegPY,NA,Weliton,0,0,2,13,AdFemFID,10
2017,0,607,7415,1,RegPY,NA,Weliton,0,0,3,5,AdFemFID,6
2018,0,607,7033,1,0,NA,Weliton,0,0,4,185,AdFemFID,3
2018,0,607,7054,1,0,NA,Weliton,0,0,5,4,AdFemFID,3
2018,0,607,7456,2,0,NA,Weliton,0,0,6,151,AdFemFID,9
2018,0,607,7318,2,0,NA,Weliton,0,0,7,16,AdFemFID,2
2018,0,607,7519,1,0,NA,Weliton,0,0,8,34,AdFemFID,4
2019,0,607,7424,2,0,NA,Weliton,0,0,9,145,AdFemFID,5
2019,0,607,7251,2,0,NA,Carolina,0,0,10,3,AdFemFID,8
2019,0,607,7234,4,0,NA,Carolina,0,0,11,25,AdFemFID,3
2017,0,612,7009,3,LPY,NA,Weliton,0,0,1,500,AdFemFID,3
2018,0,612,6956,2,SA,NA,Weliton,0,0,2,357,AdFemFID,15
2018,0,612,7295,2,SA,NA,Weliton,0,0,3,15,AdFemFID,6
2017,0,623,7916,5,LPY,NA,Weliton,0,0,1,500,AdFemFID,5
2017,0,623,7529,2,LPY,NA,Weliton,0,0,2,27,AdFemFID,5
2018,0,623,7533,1,0,NA,Weliton,0,0,3,185,AdFemFID,4
2018,0,623,7741,1,0,NA,Weliton,0,0,4,1,AdFemFID,3
2018,0,623,7467,1,0,NA,Weliton,0,0,5,146,AdFemFID,7
2018,0,623,7693,1,0,NA,Weliton,0,0,6,18,AdFemFID,4
2018,0,623,7884,2,SA,NA,Weliton,0,0,7,23,AdFemFID,5
2019,0,623,7744,4,0,NA,Carolina,0,0,8,159,AdFemFID,3
2019,0,623,7835,1,0,NA,Carolina,0,0,9,21,AdFemFID,2
2017,0,625,7495,1,0,NA,Weliton,0,0,1,500,AdFemFID,8
2017,0,625,7298,1,0,NA,Weliton,0,0,2,17,AdFemFID,11
2017,0,625,7500,1,0,NA,Weliton,0,0,3,7,AdFemFID,6
2018,0,625,7342,4,RegPY,NA,Weliton,0,0,4,334,AdFemFID,4
2018,0,625,7381,2,0,NA,Weliton,0,0,5,47,AdFemFID,4
2019,0,625,7480,2,0,NA,Carolina,0,0,6,169,AdFemFID,6
2019,0,625,7579,5,0,NA,Carolina,0,0,7,4,AdFemFID,2
2017,0,635,7573,2,0,NA,Weliton,0,0,1,500,AdFemFID,9
2017,0,635,7420,1,0,NA,Weliton,0,0,2,32,AdFemFID,7
2017,0,635,7524,2,0,NA,Weliton,0,0,3,4,AdFemFID,5
2018,0,635,7365,2,0,NA,Weliton,0,0,4,182,AdFemFID,5
